dcplanid,state,planname,fy,year_est,ppd_id,planname_db,primary,cashbalance,hybrid,mandatory_default,plantype,eligible_eegroups,actives,inactives,members_total,assets,investmentoptions,eq_avg,ee_contrate_mandatory,ee_contrate_max,ee_contrate_verbatim,er_contrate_matchrate,er_contrate_fixedrate,er_contrate_verbatim,conts_ee,conts_er,coveredpayroll,er_contrate_match,er_contrate_fixed,Column1
118,VT,Vermont 457(b) Deferred Compensation,2019,1979,,VSERS,0,,,0,457(b),,,,7648,505871,,,,,,,,,,,,,,
118,VT,Vermont 457(b) Deferred Compensation,2020,1979,,VSERS,0,,,0,457(b),,,,7898,517377,,,,,,,,,,,,,,
119,WA,Washington 457 Deferred Compensation Program (DCP),2015,,,WAPERS,0,,,0,457(b),,,,,3613923,,,,,,,,,208424,,,,,
119,WA,Washington 457 Deferred Compensation Program (DCP),2016,,,WAPERS,0,,,0,457(b),,,,,3624391,,,,,,,,,213531,,,,,
119,WA,Washington 457 Deferred Compensation Program (DCP),2017,,,WAPERS,0,,,0,457(b),,,,,4081573,,,,,,,,,287130,,,,,
119,WA,Washington 457 Deferred Compensation Program (DCP),2018,,,WAPERS,0,,,0,457(b),,,,,4431996,,,,,,,,,275725,,,,,
119,WA,Washington 457 Deferred Compensation Program (DCP),2019,,,WAPERS,0,,,0,457(b),,,,,4711367,,,,,,,,,312768,,,,,
119,WA,Washington 457 Deferred Compensation Program (DCP),2020,,,WAPERS,0,,,0,457(b),,,,,4866846,,,,,,,,,342339,,,,,
120,WY,Wyoming 457 Deferred Compensation Program,2015,,,WRS,0,,,0,457(b),,,,,547086,,,,,,,,,41043,,,,,
120,WY,Wyoming 457 Deferred Compensation Program,2016,,,WRS,0,,,0,457(b),,,,,595900,,,,,,,,,42400,,,,,
120,WY,Wyoming 457 Deferred Compensation Program,2017,,,WRS,0,,,0,457(b),,,,,693400,,,,,,,,,45400,,,,,
120,WY,Wyoming 457 Deferred Compensation Program,2018,,,WRS,0,,,0,457(b),,,,,660900,,,,,,,,,45900,,,,,
120,WY,Wyoming 457 Deferred Compensation Program,2019,,,WRS,0,,,0,457(b),,,,,806200,,,,,,,,,54000,,,,,
120,WY,Wyoming 457 Deferred Compensation Program,2020,,,WRS,0,,,0,457(b),,,,,925400,,,,,,,,,53000,,,,,
