"","year","plan_name","state","return_1yr","aal","mva","arr","payroll","payroll_growth_assumption","total_nc_pct","total_proj_adec_pct","total_benefit_payments"
"755",2014,"Louisiana School Employees’ Retirement System (LSERS)*","Louisiana",0.1716,2438251413,1857367056,0.075,274347650,0.0275,0.1829,0.377,-162219637
"756",2015,"Louisiana School Employees’ Retirement System (LSERS)*","Louisiana",0.0313,2485583187,1851456181,0.07,276949800,0,0.1772,0.3672,-167617424
"757",2016,"Louisiana School Employees’ Retirement System (LSERS)*","Louisiana",-0.0019,2522157498,1767810247,0.07125,284835111,0,0.1692,0.3588,-173565398
"758",2017,"Louisiana School Employees’ Retirement System (LSERS)*","Louisiana",0.1437,2562633003,1922705998,0.07125,284075888,0,0.1662,0.3583,-179085508
"759",2018,"Louisiana School Employees’ Retirement System (LSERS)*","Louisiana",0.0662,2614250388,1946113040,0.07063,288861936,0.03,0.1576,0.3644,-185260310
"760",2019,"Louisiana School Employees’ Retirement System (LSERS)*","Louisiana",0.0517,2640451339,1940389574,0.07,289730586,NA,0.1573,0.3832,-190583243
"761",2001,"Louisiana State Employees Retirement System (LASERS)*","Louisiana",-0.061,8652591000,6083654077,0.0825,1782884000,0,0.1461,0.2177,-452637691
"762",2002,"Louisiana State Employees Retirement System (LASERS)*","Louisiana",-0.057,9206734000,5619878234,0.0825,1861887000,0,0.1488,0.23484,-498392717
"763",2003,"Louisiana State Employees Retirement System (LASERS)*","Louisiana",0.042,9796306000,5718743979,0.0825,1924680000,0,0.1489,0.24884,-544009581
"764",2004,"Louisiana State Employees Retirement System (LASERS)*","Louisiana",0.18,10237574000,6608025129,0.0825,2017726000,0,0.1538,0.26782,-573152747
"765",2005,"Louisiana State Employees Retirement System (LASERS)*","Louisiana",0.102,10847062000,7226054722,0.0825,2100043000,0,0.1584,0.26783,-581665163
"766",2006,"Louisiana State Employees Retirement System (LASERS)*","Louisiana",0.119,11548680000,8008507546,0.0825,1979705000,0,0.1595,0.28089,-620367483
"767",2007,"Louisiana State Employees Retirement System (LASERS)*","Louisiana",0.192,12421907000,9351147570,0.0825,2175367000,0,0.1571,0.26206,-673617033
"768",2008,"Louisiana State Employees Retirement System (LASERS)*","Louisiana",-0.038,13562214000,8957887792,0.0825,2436956000,0,0.159,0.2719,-718303319
"769",2009,"Louisiana State Employees Retirement System (LASERS)*","Louisiana",-0.191,13986847000,7100333387,0.0825,2562576000,0,0.1499,0.3043,-771408255
"770",2010,"Louisiana State Employees Retirement System (LASERS)*","Louisiana",0.161,14764015000,8064543049,0.0825,2546457000,0,0.1546,0.3438,-829236652
"771",2011,"Louisiana State Employees Retirement System (LASERS)*","Louisiana",0.243,15221055000,9703496641,0.0825,2408840000,0,0.153,0.3792,-915840721
"772",2012,"Louisiana State Employees Retirement System (LASERS)*","Louisiana",0.002,16157898000,9515774342,0.0825,2341703000,0,0.1467,0.4027,-978971262
"773",2013,"Louisiana State Employees Retirement System (LASERS)*","Louisiana",0.126,16182195000,10327598351,0.08,1951988000,0,0.1445,0.4531,-1070410859
"774",2014,"Louisiana State Employees Retirement System (LASERS)*","Louisiana",0.188,17877745000,11624853426,0.0775,1813759000,0,0.1152,0.4495,-1167477166
"775",2015,"Louisiana State Employees Retirement System (LASERS)*","Louisiana",0.017,18216700000,11415150926,0.0775,1856700000,0,0.1197,0.4377,-1199079252
"776",2016,"Louisiana State Employees Retirement System (LASERS)*","Louisiana",-0.024,18576300000,10723714826,0.0775,1842300000,0,0.1191,0.4578,-1238507932
"777",2017,"Louisiana State Employees Retirement System (LASERS)*","Louisiana",0.158,18792105561,11753275850,0.077,1821943975,0.0275,0.1176,0.4591,-1274461022
"778",2018,"Louisiana State Employees Retirement System (LASERS)*","Louisiana",0.095,19103640164,12283713118,0.0765,1864035191,0.03,0.1174,0.4882,-1317635325
"779",2019,"Louisiana State Employees Retirement System (LASERS)*","Louisiana",0.044,19527612295,12282698991,0.076,1952495777,NA,0.1129,0.4865,-1343892705
"780",2001,"Maine Public Employees Retirement System - Consolidated Plan for Participating Local Districts*","Maine",-0.078,1427090636,1461937822,0.08,254155753,0,0.15428,0.05386,-59745251
"781",2002,"Maine Public Employees Retirement System - Consolidated Plan for Participating Local Districts*","Maine",-0.075,1377660007,1466020964,0.08,268138000,0,0.14334,0.02758,-63465707
"782",2003,"Maine Public Employees Retirement System - Consolidated Plan for Participating Local Districts*","Maine",0.053,1462727120,1515620809,0.08,277022000,0,0.14681,0.07645,-66628931
"783",2004,"Maine Public Employees Retirement System - Consolidated Plan for Participating Local Districts*","Maine",0.166,1582991692,1727742615,0.08,292371000,0,0.14623,0.08382,-70170118
"784",2005,"Maine Public Employees Retirement System - Consolidated Plan for Participating Local Districts*","Maine",0.118,1641145025,1883246361,0.08,305010000,0,0.14725,0.08553,-74603605
"785",2006,"Maine Public Employees Retirement System - Consolidated Plan for Participating Local Districts*","Maine",0.075,1759054000,1973816262,0.0775,326285000,0.0475,0.14724,0.09782,-78894354
"786",2007,"Maine Public Employees Retirement System - Consolidated Plan for Participating Local Districts*","Maine",0.162,1879692000,2244105215,0.0775,3.45e+08,0.0475,0.14931,0.09031,-83877847
"787",2008,"Maine Public Employees Retirement System - Consolidated Plan for Participating Local Districts*","Maine",-0.031,1953628000,2120135491,0.0775,362779000,0.0475,0.14937,0.09594,-88341881
"788",2009,"Maine Public Employees Retirement System - Consolidated Plan for Participating Local Districts*","Maine",-0.188,2032738000,1656980351,0.0775,382469000,0.0475,0.14527,0.15151,-95791204
"789",2010,"Maine Public Employees Retirement System - Consolidated Plan for Participating Local Districts*","Maine",0.111,2122833000,1781153456,0.0775,397507000,0.0475,0.14605,0.1864,-99100055
"790",2011,"Maine Public Employees Retirement System - Consolidated Plan for Participating Local Districts*","Maine",0.224,2267541000,2105080044,0.0725,436024000,0.035,0.16011,0.21289,-103731223
"791",2012,"Maine Public Employees Retirement System - Consolidated Plan for Participating Local Districts*","Maine",0.006,2405709000,2033951477,0.0725,476233000,0.035,0.1647,0.23621,-111255596
"792",2013,"Maine Public Employees Retirement System - Consolidated Plan for Participating Local Districts*","Maine",0.111,2504403000,2192579050,0.0725,459832000,0.035,0.14863,0.22747,-117271578
"793",2014,"Maine Public Employees Retirement System - Consolidated Plan for Participating Local Districts*","Maine",0.167,2649404619,2455776671,0.0725,460029637,0.035,0.16079,0.22599,-121559257
"794",2015,"Maine Public Employees Retirement System - Consolidated Plan for Participating Local Districts*","Maine",0.02,2720936009,2401889308,0.0725,490974092,0.035,0.15377,0.19477,-129476010
"795",2016,"Maine Public Employees Retirement System - Consolidated Plan for Participating Local Districts*","Maine",0.006,2889740634,2358409925,0.06875,505798133,0.035,0.14579,0.20579,-134834445
"796",2017,"Maine Public Employees Retirement System - Consolidated Plan for Participating Local Districts*","Maine",0.125,3016660721,2607223644,0.06875,531168594,0.035,0.14875,0.20875,-140413488
"797",2018,"Maine Public Employees Retirement System - Consolidated Plan for Participating Local Districts*","Maine",0.103,3089857220,2816179855,0.0675,562952637,0.03,0.14235,0.18935,-147516358
"798",2019,"Maine Public Employees Retirement System - Consolidated Plan for Participating Local Districts*","Maine",0.073,3258819605,2953156096,0.06875,595083006,NA,0.2233,0.2673,-158671037
"799",2001,"Maine Public Employees Retirement System (PERS) Defined Benefit Plan*","Maine",-0.078,7997931000,5566840901,0.08,1326375000,0,0.1381,0.2495,-309071132
"800",2002,"Maine Public Employees Retirement System (PERS) Defined Benefit Plan*","Maine",-0.075,8511834000,5166280787,0.08,1413262000,0,0.1382,0.2697,-332932877
"801",2003,"Maine Public Employees Retirement System (PERS) Defined Benefit Plan*","Maine",0.053,9007851000,5459623320,0.08,1442278000,0.055,0.1387,0.2496,-350551973
"802",2004,"Maine Public Employees Retirement System (PERS) Defined Benefit Plan*","Maine",0.166,9485605000,6365778945,0.08,1472429000,0.055,0.1387,0.3096,-371376031
"803",2005,"Maine Public Employees Retirement System (PERS) Defined Benefit Plan*","Maine",0.118,10048587000,7047286328,0.08,1516390000,0.055,0.1385,0.2516,-395614753
"804",2006,"Maine Public Employees Retirement System (PERS) Defined Benefit Plan*","Maine",0.075,10598346000,7555513757,0.0775,1546315000,0.0475,0.1322,0.2529,-424133532
"805",2007,"Maine Public Employees Retirement System (PERS) Defined Benefit Plan*","Maine",0.162,11209708000,8728310274,0.0775,1595200000,0.0475,0.1322,0.2481,-457510152
"806",2008,"Maine Public Employees Retirement System (PERS) Defined Benefit Plan*","Maine",-0.031,11721272000,8369296791,0.0775,1628421000,0.0475,0.1322,0.2549,-488003782
"807",2009,"Maine Public Employees Retirement System (PERS) Defined Benefit Plan*","Maine",-0.188,12377262000,6652767188,0.0775,1678931000,0.0475,0.1322,0.2949,-526813792
"808",2010,"Maine Public Employees Retirement System (PERS) Defined Benefit Plan*","Maine",0.111,12676367000,7288320008,0.0775,1681593000,0.0475,0.1322,0.3146,-551734313
"809",2011,"Maine Public Employees Retirement System (PERS) Defined Benefit Plan*","Maine",0.224,11335259000,8735589293,0.0725,1652576000,0.035,0.1058,0.2316,-577425250
"810",2012,"Maine Public Employees Retirement System (PERS) Defined Benefit Plan*","Maine",0.006,11605891000,8510110186,0.0725,1727667000,0.035,0.1132,0.2442,-615958651
"811",2013,"Maine Public Employees Retirement System (PERS) Defined Benefit Plan*","Maine",0.111,11889897000,9151643057,0.0725,1671668000,0.035,0.1155,0.2571,0
"812",2014,"Maine Public Employees Retirement System (PERS) Defined Benefit Plan*","Maine",0.167,12382225000,10405949403,0.07125,1711516000,0.035,0.1161,0.2371,-671034883
"813",2015,"Maine Public Employees Retirement System (PERS) Defined Benefit Plan*","Maine",0.02,12616287054,10242105591,0.07125,1745075075,0.035,0.116,0.2372,-703292105
"814",2016,"Maine Public Employees Retirement System (PERS) Defined Benefit Plan*","Maine",0.006,13069954948,9960346107,0.06875,1792004417,0.035,0.1184,0.2694,-727717178
"815",2017,"Maine Public Employees Retirement System (PERS) Defined Benefit Plan*","Maine",0.125,13484886512,10893305470,0.06875,1837608866,0.035,0.1169,0.2768,-762449709
"816",2018,"Maine Public Employees Retirement System (PERS) Defined Benefit Plan*","Maine",0.103,14031187845,11632192771,0.0675,1891366352,0.03,0.1183,0.2757,-792397468
"817",2019,"Maine Public Employees Retirement System (PERS) Defined Benefit Plan*","Maine",0.073,14547222913,12035565075,0.06875,1979024476,NA,0.1163,0.2771,-832934948
"818",2001,"Maryland State Employees’ Retirement System (PERS)*","Maryland",-0.094,10789907000,10163432000,0.08,3084859000,0,0.08568,0.08158,-422452000
"819",2002,"Maryland State Employees’ Retirement System (PERS)*","Maryland",-0.076,11385749000,9147398000,0.08,3356671000,0,0.08512,0.08982,-450556000
"820",2003,"Maryland State Employees’ Retirement System (PERS)*","Maryland",0.032,12083197000,9235894000,0.08,3424054000,0,0.09949,0.11639,-481265000
"821",2004,"Maryland State Employees’ Retirement System (PERS)*","Maryland",0.162,12621578000,10395823000,0.0775,3337543000,0,0.12371,0.14751,-514949000
"822",2005,"Maryland State Employees’ Retirement System (PERS)*","Maryland",0.095,13671756000,11032042000,0.0775,3537602000,0,0.09803,0.13413,-559119000
"823",2006,"Maryland State Employees’ Retirement System (PERS)*","Maryland",0.104,15291091000,11821366000,0.0775,3793125000,0,0.09364,0.14474,-608037000
"824",2007,"Maryland State Employees’ Retirement System (PERS)*","Maryland",0.176,16385823000,13581332000,0.0775,4016221000,0,0.09124,0.15474,-656412000
"825",2008,"Maryland State Employees’ Retirement System (PERS)*","Maryland",-0.054,17609769000,12617282000,0.0775,4165013000,0,0.10782,0.18292,-713764000
"826",2009,"Maryland State Employees’ Retirement System (PERS)*","Maryland",-0.2,18517486000,9872074000,0.0775,4249536000,0,0.1145,0.2372,-770979000
"827",2010,"Maryland State Employees’ Retirement System (PERS)*","Maryland",0.1403,19009788000,10983303000,0.0775,4137474000,0,0.1146,0.2524,-835569000
"828",2011,"Maryland State Employees’ Retirement System (PERS)*","Maryland",0.2,19722264000,12861149000,0.0775,4027810000,0,0.1088,0.2603,-896041000
"829",2012,"Maryland State Employees’ Retirement System (PERS)*","Maryland",0.0036,20283028000,12642243000,0.0775,3998475000,0,0.1162,0.2782,-956051000
"830",2013,"Maryland State Employees’ Retirement System (PERS)*","Maryland",0.1057,21046733000,13686874000,0.077,4030261000,0,0.1149,0.2604,-1027510000
"831",2014,"Maryland State Employees’ Retirement System (PERS)*","Maryland",0.1437,22059765000,15365014000,0.0765,4214981000,0,0.1104,0.2461,-1090306000
"832",2015,"Maryland State Employees’ Retirement System (PERS)*","Maryland",0.027,23402850000,15510791000,0.0755,4300748000,0.032,0.1067,0.2501,-1147453000
"833",2016,"Maryland State Employees’ Retirement System (PERS)*","Maryland",0.012,23817251000,15331453000,0.0755,4250288000,0.032,0.106,0.253,-1226291000
"834",2017,"Maryland State Employees’ Retirement System (PERS)*","Maryland",0.1,24579830000,16540665000,0.075,4319053000,0.0315,0.1058,0.2533,-1274230000
"835",2018,"Maryland State Employees’ Retirement System (PERS)*","Maryland",0.0806,25462497000,17452939000,0.0745,4301247000,0.0315,0.1059,0.263,-1347060000
"836",2019,"Maryland State Employees’ Retirement System (PERS)*","Maryland",0.0646,26641367000,18095400000,0.074,4409941000,NA,0.1048,0.2745,-1430163000
"837",2001,"Maryland Teachers’ Retirement System (TRS)*","Maryland",-0.094,20126943000,17757420000,0.08,3994201000,0,0.10722,0.12492,-783952000
"838",2002,"Maryland Teachers’ Retirement System (TRS)*","Maryland",-0.076,21117046000,16052072000,0.08,4323053000,0,0.10625,0.13005,-848419000
"839",2003,"Maryland Teachers’ Retirement System (TRS)*","Maryland",0.032,21152063000,16108367000,0.08,4522202000,0,0.1019,0.1252,-911059000
"840",2004,"Maryland Teachers’ Retirement System (TRS)*","Maryland",0.162,21724178000,18187297000,0.0775,4543444000,0,0.10199,0.12659,-965078000
"841",2005,"Maryland Teachers’ Retirement System (TRS)*","Maryland",0.095,23305198000,19357872000,0.0775,4867396000,0,0.10092,0.13562,-1037602000
"842",2006,"Maryland Teachers’ Retirement System (TRS)*","Maryland",0.104,25617484000,20741518000,0.0775,5269185000,0,0.0972,0.1503,-1110016000
"843",2007,"Maryland Teachers’ Retirement System (TRS)*","Maryland",0.176,28122575000,23777999000,0.0775,5709765000,0,0.10433,0.17063,-1186254000
"844",2008,"Maryland Teachers’ Retirement System (TRS)*","Maryland",-0.054,29868705000,22058961000,0.0775,6117590000,0,0.10867,0.18067,-1276519000
"845",2009,"Maryland Teachers’ Retirement System (TRS)*","Maryland",-0.2,31172917000,17171348000,0.0775,6194734000,0,0.1227,0.2415,-1364598000
"846",2010,"Maryland Teachers’ Retirement System (TRS)*","Maryland",0.1403,31963421000,19256510000,0.0775,6254648000,0,0.1228,0.2496,-1455248000
"847",2011,"Maryland Teachers’ Retirement System (TRS)*","Maryland",0.2,32985145000,22764946000,0.0775,6196976000,0,0.116,0.2474,-1525781000
"848",2012,"Maryland Teachers’ Retirement System (TRS)*","Maryland",0.0036,34252715000,22501533000,0.0775,6080603000,0,0.1281,0.2735,-1631469000
"849",2013,"Maryland Teachers’ Retirement System (TRS)*","Maryland",0.1057,35530441000,24469625000,0.077,6185176000,0,0.1262,0.244,-1741745000
"850",2014,"Maryland Teachers’ Retirement System (TRS)*","Maryland",0.1437,36882587000,27491055000,0.0765,6310253000,0,0.1211,0.2314,-1842127000
"851",2015,"Maryland Teachers’ Retirement System (TRS)*","Maryland",0.027,38934459000,27763928000,0.0755,6470706000,0.032,0.1155,0.2278,-1933457000
"852",2016,"Maryland Teachers’ Retirement System (TRS)*","Maryland",0.012,39934125000,27542213000,0.0755,6611038000,0.032,0.1146,0.227,-2028004000
"853",2017,"Maryland Teachers’ Retirement System (TRS)*","Maryland",0.1,41198985000,29731192000,0.075,6780838000,0.0315,0.1141,0.2243,-2089497000
"854",2018,"Maryland Teachers’ Retirement System (TRS)*","Maryland",0.0806,42739562000,31480454000,0.0745,6941097000,0.0315,0.1138,0.2259,-2171757000
"855",2019,"Maryland Teachers’ Retirement System (TRS)*","Maryland",0.0646,43372437000,32802927000,0.074,7153063000,NA,0.1133,0.2196,-2266458000
"856",2001,"Massachusetts State Employees’ Retirement System (MSERS)*","Massachusetts",-0.066,1.517e+10,14293279000,0.0825,3.7e+09,0,0.11367,0.14605,-822168000
"857",2002,"Massachusetts State Employees’ Retirement System (MSERS)*","Massachusetts",-0.0649,15961230000,13597500000,0.0825,4034236000,0,0.11215,0.12766,-721741000
"858",2003,"Massachusetts State Employees’ Retirement System (MSERS)*","Massachusetts",0.0402,17550939000,12128062000,0.0825,3779298000,0,0.11483,0.17704,-891286000
"859",2004,"Massachusetts State Employees’ Retirement System (MSERS)*","Massachusetts",0.1943,18996053000,14834328000,0.0825,3841606000,0,0.11242,0.1647,-1016464000
"860",2005,"Massachusetts State Employees’ Retirement System (MSERS)*","Massachusetts",0.1339,19575338000,16489206000,0.0825,3967067000,0,0.11545,0.17303,-1044251000
"861",2006,"Massachusetts State Employees’ Retirement System (MSERS)*","Massachusetts",0.1549,20406926000,18143230000,0.0825,4200577000,0,0.11775,0.18105,-1784713000
"862",2007,"Massachusetts State Employees’ Retirement System (MSERS)*","Massachusetts",0.1995,21670810000,21853788000,0.0825,4391839335,0,0.1202,0.1742,-1266313000
"863",2008,"Massachusetts State Employees’ Retirement System (MSERS)*","Massachusetts",-0.0182,22820502000,21001124000,0.0825,4574233210,0,0.11671,0.15738,-1294574000
"864",2009,"Massachusetts State Employees’ Retirement System (MSERS)*","Massachusetts",-0.2391,23723240000,15390692000,0.0825,4712654890,0,0.1172,0.22223,-1343439000
